"Sequence","Country Code","Geographic Area","Reference Date","Population Subgroup","Subpop Code","Sex","Age","Source ID","Comments","Data Type","Country","Site Name","Author","Year","Title","Publication Information","Virus Type","NO_CASES","NO_DEATHS","PREV_RATE","INC_RATE","Specimen Type","Test Type","SAMPSIZE"
"2","ZAF","11 sites","1999-2000","Infants born to HIV+ mothers","C","B","ALL","M0778","Site: 11 public hospitals, listed in text.  Mothers & infants received zidovudine & lamivudine therapy similar to PETRA trial regimen.  Infants infected intrapartum & early postpartum.  Followed through 8 wks. after birth.  May 99 - June 00.","I","South Africa","11 public hospitals","Moodley, D., J. Moodley, H. Coovadia, et al.",2003,"A Multicenter Randomized Controlled Trial of Nevirapine Versus a Combination of Zidovudine and Lamivudine to Reduce ...","Journal of Infectious Diseases, vol. 187, no. 5, pp. 725-735.","HIV1","18","-1","-1.00","3.60","BW","PCR","477"
"1","ZAF","11 sites","1999-2000","Infants born to HIV+ mothers","C","B","ALL","M0778","Site: 11 public hospitals, listed in text.  Mothers & infants received nevirapine therapy similar to HIVNET012.  Infants infected intrapartum & early postpartum.  Followed through 8 wks. after birth.  May 99 - June 00.","I","South Africa","11 public hospitals","Moodley, D., J. Moodley, H. Coovadia, et al.",2003,"A Multicenter Randomized Controlled Trial of Nevirapine Versus a Combination of Zidovudine and Lamivudine to Reduce ...","Journal of Infectious Diseases, vol. 187, no. 5, pp. 725-735.","HIV1","28","-1","-1.00","5.70","BW","PCR","467"
"79","ZAF","Six Provinces","2001-2002","Blood donors - repeat","B","B","ALL","H0250","Provinces: Free State, Gauteng, Mpumalanga, Northern Cape, Northern, & North West.  South African National Blood Service.  Age 16+.  Donated in past 12 mons.  1 Jan. 01 - 4 July 02.  STARHS testing.","I","South Africa","Six Provinces","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","83","-1","-1.00","0.06","BW","ELISA*3, WB","107"
"78","ZAF","Six Provinces","2001-2002","Blood donors - occasional","B","B","ALL","H0250","Provinces: Free State, Gauteng, Mpumalanga, Northern Cape, Northern, & North West.  South African National Blood Service.  Age 16+.  Not donated in past 12 mons.  1 Jan. 01 - 4 July 02.  STARHS testing.","I","South Africa","Six Provinces","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","35","-1","-1.00","0.06","BW","ELISA*3, WB","155"
"77","ZAF","North West Province","2001-2002","Blood donations","B","B","ALL","H0250","South African National Blood Service.  Age 16+.  1 Jan. 01 - 4 July 02.  STARHS testing.","I","South Africa","North West Province","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","6","-1","-1.00","0.01","BW","ELISA*3, WB","30"
"76","ZAF","Northern Province","2001-2002","Blood donations","B","B","ALL","H0250","South African National Blood Service.  Age 16+.  1 Jan. 01 - 4 July 02.  STARHS testing.","I","South Africa","Northern Province","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","0","-1","-1.00","0.00","BW","ELISA*3, WB","12"
"75","ZAF","Northern Cape Province","2001-2002","Blood donations","B","B","ALL","H0250","South African National Blood Service.  Age 16+.  1 Jan. 01 - 4 July 02.  STARHS testing.","I","South Africa","Northern Cape Province","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","1","-1","-1.00","0.05","BW","ELISA*3, WB","13"
"74","ZAF","Mpumalanga Province","2001-2002","Blood donations","B","B","ALL","H0250","South African National Blood Service.  Age 16+.  1 Jan. 01 - 4 July 02.  STARHS testing.","I","South Africa","Mpumalanga Province","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","9","-1","-1.00","0.14","BW","ELISA*3, WB","64"
"73","ZAF","Gauteng Province","2001-2002","Blood donations","B","B","ALL","H0250","South African National Blood Service.  Age 16+.  1 Jan. 01 - 4 July 02.  STARHS testing.","I","South Africa","Gauteng Province","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","31","-1","-1.00","0.10","BW","ELISA*3, WB","216"
"72","ZAF","Free State Province","2001-2002","Blood donations","B","B","ALL","H0250","South African National Blood Service.  Age 16+.  1 Jan. 01 - 4 July 02.  STARHS testing.","I","South Africa","Free State Province","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","5","-1","-1.00","0.09","BW","ELISA*3, WB","42"
"71","ZAF","North West Province","1999-2000","Blood donations","B","B","ALL","H0250","South African National Blood Service.  Age 16+.  8 Jan. 99 - 8 Aug. 00.  STARHS testing.","I","South Africa","North West Province","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","22","-1","-1.00","0.40","BW","ELISA*3, WB","108"
"70","ZAF","Northern Province","1999-2000","Blood donations","B","B","ALL","H0250","South African National Blood Service.  Age 16+.  8 Jan. 99 - 8 Aug. 00.  STARHS testing.","I","South Africa","Northern Province","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","0","-1","-1.00","0.19","BW","ELISA*3, WB","N/A"
"69","ZAF","Northern Cape Province","1999-2000","Blood donations","B","B","ALL","H0250","South African National Blood Service.  Age 16+.  8 Jan. 99 - 8 Aug. 00.  STARHS testing.","I","South Africa","Northern Cape Province","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","3","-1","-1.00","0.11","BW","ELISA*3, WB","13"
"68","ZAF","Mpumalanga Province","1999-2000","Blood donations","B","B","ALL","H0250","South African National Blood Service.  Age 16+.  8 Jan. 99 - 8 Aug. 00.  STARHS testing.","I","South Africa","Mpumalanga Province","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","16","-1","-1.00","0.21","BW","ELISA*3, WB","107"
"67","ZAF","Gauteng Province","1999-2000","Blood donations","B","B","ALL","H0250","South African National Blood Service.  Age 16+.  8 Jan. 99 - 8 Aug. 00.  STARHS testing.","I","South Africa","Gauteng Province","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","55","-1","-1.00","0.18","BW","ELISA*3, WB","338"
"66","ZAF","Free State Province","1999-2000","Blood donations","B","B","ALL","H0250","South African National Blood Service.  Age 16+.  8 Jan. 99 - 8 Aug. 00.  STARHS testing.","I","South Africa","Free State Province","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","24","-1","-1.00","0.41","BW","ELISA*3, WB","102"
"65","ZAF","Six Provinces","2001-2002","Blood donations","B","F","ALL","H0250","Provinces: Free State, Gauteng, Mpumalanga, Northern Cape, Northern, & North West.  South African National Blood Service.  Age 16+.  1 Jan. 01 - 4 July 02.  STARHS testing.","I","South Africa","Six Provinces","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","31","-1","-1.00","0.12","BW","ELISA*3, WB","214"
"64","ZAF","Six Provinces","2001-2002","Blood donations","B","M","ALL","H0250","Provinces: Free State, Gauteng, Mpumalanga, Northern Cape, Northern, & North West.  South African National Blood Service.  Age 16+.  1 Jan. 01 - 4 July 02.  STARHS testing.","I","South Africa","Six Provinces","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","21","-1","-1.00","0.08","BW","ELISA*3, WB","165"
"63","ZAF","Six Provinces","1999-2000","Blood donations","B","F","ALL","H0250","Provinces: Free State, Gauteng, Mpumalanga, Northern Cape, Northern, & North West.  South African National Blood Service.  Age 16+.  8 Jan. 99 - 8 Aug. 00.  STARHS testing.","I","South Africa","Six Provinces","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","71","-1","-1.00","0.29","BW","ELISA*3, WB","378"
"62","ZAF","Six Provinces","1999-2000","Blood donations","B","M","ALL","H0250","Provinces: Free State, Gauteng, Mpumalanga, Northern Cape, Northern, & North West.  South African National Blood Service.  Age 16+.  8 Jan. 99 - 8 Aug. 00.  STARHS testing.","I","South Africa","Six Provinces","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","51","-1","-1.00","0.18","BW","ELISA*3, WB","296"
"61","ZAF","Six Provinces","2001-2002","Blood donors - new","B","B","ALL","H0250","Provinces: Free State, Gauteng, Mpumalanga, Northern Cape, Northern, & North West.  South African National Blood Service.  Age 16+.  No donation record.  1 Jan. 01 - 4 July 02.  STARHS testing.","I","South Africa","Six Provinces","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","52","-1","-1.00","0.10","BW","ELISA*3, WB","379"
"60","ZAF","Six Provinces","1999-2000","Blood donors - new","B","B","ALL","H0250","Provinces: Free State, Gauteng, Mpumalanga, Northern Cape, Northern, & North West.  South African National Blood Service.  Age 16+.  No donation record.  8 Jan. 99 - 8 Aug. 00.  STARHS testing.","I","South Africa","Six Provinces","Heyns, A. P., R. J. Benjamin, J. P. Ronel Swanevelder, et al.",2006,"Prevalence of HIV-1 in Blood Donations Following Implementation of a Structured Blood Safety Policy in South Africa","Jounal of the American Medical Association, vol. 295, no. 5, pp. 519-526.","HIV1","122","-1","-1.00","0.23","BW","ELISA*3, WB","674"
"2","ZAF","Gert Sibande district (rural)","2012-2015","MSM & bisexuals","H","M","ALL","L0708","144.30 person yrs. of observation.  Located in Mpumalanga Province.  MSM=Men having sex w/ men.  Sept. 12 - Mar. 15.  Rapid tests: EZ Trust & First Response.","I","South Africa","Gert Sibande district","Lane, T., T. Osmand, A. Marr, et al.",2016,"High HIV Incidence in a South African Community of Men Who Have Sex with Men: Results from the Mpumalanga Men's Study: 2012-2015","Journal of Acquired Immune Deficiency Syndrome, vol. 73, no. 5, pp. 609-611, <https://doi.org/10.1097/QAI.0000000000001162>, accessed on March 5, 2020.","HIV","18","-1","-1.00","12.50","BS","RAPID*2, ELISA","121"
"1","ZAF","Mpumalanga Province (rural)","2011-2012","Adolescents","C","F","ALL","G1036","2455 person yrs. of observation.  Age range 13-20 yrs.  Follow up at 1 yr.  Mar. 11 - Dec. 12.","I","South Africa","Mpumalanga Province","Giovenco, D., A. Pettifor, C. MacPhail, et al.",2019,"Assessing Risk for HIV Infection among Adolescent Girls in South Africa: An Evaluation of the VOICE Risk Score HPTN 068","Journal of the International AIDS Society, vol. 22, issue 7, e25359, <https://doi.org/10.1002/jia2.25359>, accessed on August 5, 2019.","HIV","33","-1","-1.00","1.34","B","UNK","2,178"
"28","ZAF","Hlabisa district (rural)","2015","Adults","N","F","20Y24Y","C1657","663 person yrs. of observation.  Located in uMkhanyakude district, northern KwaZulu-Natal Province.","I","South Africa","Hlabisa district","Chimbindi, N., N. Mthiyane, I. Birdthistle, et al.",2018,"Persistently High Incidence of HIV and Poor Service Uptake in Adolescent Girls and Young Women in Rural KwaZulu-Natal, South Africa Prior to DREAMS","PLoS One, vol. 13, no. 10, e0203193, <http""//www.plosone.org>, accessed on October 23, 2019.","HIV","-1","-1","-1.00","6.94","BS","UNK","N/A"
"27","ZAF","Hlabisa district (rural)","2014","Adults","N","F","20Y24Y","C1657","753 person yrs. of observation.  Located in uMkhanyakude district, northern KwaZulu-Natal Province.","I","South Africa","Hlabisa district","Chimbindi, N., N. Mthiyane, I. Birdthistle, et al.",2018,"Persistently High Incidence of HIV and Poor Service Uptake in Adolescent Girls and Young Women in Rural KwaZulu-Natal, South Africa Prior to DREAMS","PLoS One, vol. 13, no. 10, e0203193, <http""//www.plosone.org>, accessed on October 23, 2019.","HIV","-1","-1","-1.00","8.25","BS","UNK","N/A"
"26","ZAF","Hlabisa district (rural)","2013","Adults","N","F","20Y24Y","C1657","783 person yrs. of observation.  Located in uMkhanyakude district, northern KwaZulu-Natal Province.","I","South Africa","Hlabisa district","Chimbindi, N., N. Mthiyane, I. Birdthistle, et al.",2018,"Persistently High Incidence of HIV and Poor Service Uptake in Adolescent Girls and Young Women in Rural KwaZulu-Natal, South Africa Prior to DREAMS","PLoS One, vol. 13, no. 10, e0203193, <http""//www.plosone.org>, accessed on October 23, 2019.","HIV","-1","-1","-1.00","7.49","BS","UNK","N/A"
"25","ZAF","Hlabisa district (rural)","2012","Adults","N","F","20Y24Y","C1657","823 person yrs. of observation.  Located in uMkhanyakude district, northern KwaZulu-Natal Province.","I","South Africa","Hlabisa district","Chimbindi, N., N. Mthiyane, I. Birdthistle, et al.",2018,"Persistently High Incidence of HIV and Poor Service Uptake in Adolescent Girls and Young Women in Rural KwaZulu-Natal, South Africa Prior to DREAMS","PLoS One, vol. 13, no. 10, e0203193, <http""//www.plosone.org>, accessed on October 23, 2019.","HIV","-1","-1","-1.00","7.44","BS","UNK","N/A"
"24","ZAF","Hlabisa district (rural)","2011","Adults","N","F","20Y24Y","C1657","859 person yrs. of observation.  Located in uMkhanyakude district, northern KwaZulu-Natal Province.","I","South Africa","Hlabisa district","Chimbindi, N., N. Mthiyane, I. Birdthistle, et al.",2018,"Persistently High Incidence of HIV and Poor Service Uptake in Adolescent Girls and Young Women in Rural KwaZulu-Natal, South Africa Prior to DREAMS","PLoS One, vol. 13, no. 10, e0203193, <http""//www.plosone.org>, accessed on October 23, 2019.","HIV","-1","-1","-1.00","6.94","BS","UNK","N/A"
"23","ZAF","Hlabisa district (rural)","2010","Adults","N","F","20Y24Y","C1657","918 person yrs. of observation.  Located in uMkhanyakude district, northern KwaZulu-Natal Province.","I","South Africa","Hlabisa district","Chimbindi, N., N. Mthiyane, I. Birdthistle, et al.",2018,"Persistently High Incidence of HIV and Poor Service Uptake in Adolescent Girls and Young Women in Rural KwaZulu-Natal, South Africa Prior to DREAMS","PLoS One, vol. 13, no. 10, e0203193, <http""//www.plosone.org>, accessed on October 23, 2019.","HIV","-1","-1","-1.00","7.31","BS","UNK","N/A"
"22","ZAF","Hlabisa district (rural)","2009","Adults","N","F","20Y24Y","C1657","928 person yrs. of observation.  Located in uMkhanyakude district, northern KwaZulu-Natal Province.","I","South Africa","Hlabisa district","Chimbindi, N., N. Mthiyane, I. Birdthistle, et al.",2018,"Persistently High Incidence of HIV and Poor Service Uptake in Adolescent Girls and Young Women in Rural KwaZulu-Natal, South Africa Prior to DREAMS","PLoS One, vol. 13, no. 10, e0203193, <http""//www.plosone.org>, accessed on October 23, 2019.","HIV","-1","-1","-1.00","7.51","BS","UNK","N/A"
